parents,husband,wife,husband_id,wife_id,child_name,child_sex,child_order,epic,source,comments,row_type,historicity,family_id
Pururavas and Urvashi,Pururavas,Urvashi,mahabharat::pururavas,mahabharat::urvashi,Vishvayu,male,3,mahabharat,"Mahabharata (Vyasa), KM Ganguly trans.",,couple,legendary,
Pururavas and Urvashi,Pururavas,Urvashi,mahabharat::pururavas,mahabharat::urvashi,Shrutayu,male,4,mahabharat,"Mahabharata (Vyasa), KM Ganguly trans.",,couple,legendary,
Pururavas and Urvashi,Pururavas,Urvashi,mahabharat::pururavas,mahabharat::urvashi,Dridhayu,male,5,mahabharat,"Mahabharata (Vyasa), KM Ganguly trans.",,couple,legendary,
Pururavas and Urvashi,Pururavas,Urvashi,mahabharat::pururavas,mahabharat::urvashi,Vanaayu,male,6,mahabharat,"Mahabharata (Vyasa), KM Ganguly trans.",,couple,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,106 sons (unnamed,male,1,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,via Sagara),male,2,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,3,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,4,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,5,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,6,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,7,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,8,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,9,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,10,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,11,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,12,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,13,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,14,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,15,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,16,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,17,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,18,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,19,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,20,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,21,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,22,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,23,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,24,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,25,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,26,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,27,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,28,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,29,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,30,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,31,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,32,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,33,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,34,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,35,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,36,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,37,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,38,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,39,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,40,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,41,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,42,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,43,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,44,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,45,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,46,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,47,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,48,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,49,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,50,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,51,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,52,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,53,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,54,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,55,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,56,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,57,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,58,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,59,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,60,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,61,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,62,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,63,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,64,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,65,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,66,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,67,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,68,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,69,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,70,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,71,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,72,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,73,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,74,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,75,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,76,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,77,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,78,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,79,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,80,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,81,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,82,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,83,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,84,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,85,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,86,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,87,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,88,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,89,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,90,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,91,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,92,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,93,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,94,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,95,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,96,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,97,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,98,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,99,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,100,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,101,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,102,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,103,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,104,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,105,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,,male,106,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sagara and Malavi,Sagara,Malavi,mahabharat::sagara,mahabharat::malavi,unnamed daughter,female,107,mahabharat,Mahabharata Vana Parva; Bhagavata Purana 9.8,106 sons via Malavi (Sagara had 60000 by Sumati in bhagavata_purana row),mythical_count,legendary,
Sahadeva and Vijaya,Sahadeva,Vijaya,mahabharat::sahadeva,mahabharat::vijaya,Suhotra,male,1,mahabharat,https://en.wikipedia.org/wiki/Sahadeva,Vijaya per some traditions; distinct from Sahadeva+Draupadi,couple,legendary,
Sahadeva and Vijaya,Sahadeva,Vijaya,mahabharat::sahadeva,mahabharat::vijaya,Shrutasena,male,2,mahabharat,https://en.wikipedia.org/wiki/Sahadeva,Vijaya per some traditions; distinct from Sahadeva+Draupadi,couple,legendary,
